claim_id,product_id,product_category,product_name,serial_number,purchase_date,purchase_price,warranty_start_date,warranty_duration_days,warranty_expiry_date,fault_occurrence_date,fault_type,fault_description,damage_type,claim_submission_date,product_age_days,has_receipt,has_warranty_card,has_product_image,serial_number_match,repair_count,repair_authorized,previous_replacement,is_duplicate_claim,class_label
CLM-00197,PRD-00197,Appliances,Refrigerator,SN-5EBB5EFDBE,2026-01-10,401.99,2026-01-10,1095,2029-01-09,2028-04-08,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Cosmetic Damage,2028-04-10,821,True,True,True,True,1,True,False,False,Valid
CLM-01260,PRD-01260,Electronics,Tablet,SN-CC44613D1D,2025-03-24,1657.67,2025-03-24,730,2027-03-24,2026-05-27,Software Fault,Software Fault reported by customer.,Electrical Fault,2026-05-31,433,True,True,True,True,0,True,False,True,ManualReview
CLM-00082,PRD-00082,Appliances,Dishwasher,SN-F956214860,2025-07-22,981.93,2025-07-22,730,2027-07-22,2026-10-06,Drainage Issue,Drainage Issue reported by customer during normal use.,Accidental Damage,2026-10-09,444,True,True,True,True,1,True,False,False,Valid
CLM-01405,PRD-01405,Appliances,Microwave Oven,SN-C6C2241BE1,2023-02-03,2287.73,2023-02-03,1095,2026-02-02,2026-01-27,Drainage Issue,Drainage Issue reported by customer.,Cosmetic Damage,2026-01-28,1090,True,True,True,True,0,True,False,False,ManualReview
CLM-00598,PRD-00598,Appliances,Washing Machine,SN-4C9E800E8A,2024-03-13,2109.81,2024-03-13,730,2026-03-13,2025-11-24,Rust/Corrosion,Rust/Corrosion - not covered under warranty terms.,Electrical Fault,2025-11-28,625,True,True,True,True,1,True,False,False,Invalid
CLM-01157,PRD-01157,Appliances,Dishwasher,SN-64FC428622,2026-04-23,1829.34,2026-04-23,730,2028-04-22,2026-12-08,Motor Failure,Motor Failure reported by customer.,Cosmetic Damage,2026-12-13,234,True,True,False,True,1,True,False,False,ManualReview
CLM-00112,PRD-00112,Appliances,Washing Machine,SN-B107ABFAF9,2023-05-13,270.83,2023-05-13,1095,2026-05-12,2024-05-09,Thermostat Malfunction,Thermostat Malfunction reported by customer during normal use.,Accidental Damage,2024-05-11,364,True,True,True,True,1,True,False,False,Valid
CLM-01277,PRD-01277,Furniture,Bookshelf,SN-3E6CABB617,2022-12-09,1144.25,2022-12-09,365,2023-12-09,2023-12-02,Upholstery Tear,Upholstery Tear reported by customer.,Wear and Tear,2023-12-05,361,True,True,True,True,0,True,False,False,ManualReview
CLM-00781,PRD-00781,Appliances,Microwave Oven,SN-E9946AE5C2,2025-11-28,250.34,2025-11-28,1095,2028-11-27,2026-12-07,Compressor Fault,Compressor Fault reported by customer.,Manufacturing Defect,2026-12-11,378,True,True,True,True,0,True,True,False,Invalid
CLM-00984,PRD-00984,Electronics,Laptop,SN-73FA53D13A,2022-11-03,720.96,2022-11-03,730,2024-11-02,2024-07-29,Screen Malfunction,Screen Malfunction reported by customer.,Wear and Tear,2024-07-31,636,True,True,True,True,0,True,True,False,Invalid
CLM-00800,PRD-00800,Furniture,Bed Frame,SN-23C49789C3,2023-06-28,1635.38,2023-06-28,365,2024-06-27,2024-10-14,Upholstery Tear,Upholstery Tear reported by customer.,Wear and Tear,2024-10-18,478,True,True,True,True,1,True,False,False,Invalid
CLM-01266,PRD-01266,Electronics,Headphones,SN-CA905F0B00,2026-08-22,1366.49,2026-08-22,730,2028-08-21,2027-06-18,Screen Malfunction,Not working properly sometimes,Electrical Fault,2027-06-22,304,True,True,True,True,0,True,False,False,ManualReview
CLM-01151,PRD-01151,Electronics,Laptop,SN-F39B5C5BA5,2023-06-13,2184.54,2023-06-13,365,2024-06-12,2023-09-15,Screen Malfunction,Screen Malfunction reported by customer.,Wear and Tear,2023-09-20,99,True,False,True,True,0,True,False,False,ManualReview
CLM-00825,PRD-00825,Appliances,Washing Machine,SN-01A6C2476D,2025-01-28,492.24,2025-01-28,1095,2028-01-28,2026-07-12,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Structural Damage,2026-07-13,531,True,True,True,False,0,True,False,False,Invalid
CLM-00383,PRD-00383,Appliances,Washing Machine,SN-3B6639994F,2023-12-25,962.54,2023-12-25,730,2025-12-24,2025-08-16,Thermostat Malfunction,Thermostat Malfunction reported by customer during normal use.,Wear and Tear,2025-08-21,605,True,True,True,True,1,True,False,False,Valid
CLM-00539,PRD-00539,Appliances,Microwave Oven,SN-AD1347BE27,2026-03-21,838.96,2026-03-21,1095,2029-03-20,2029-04-21,Motor Failure,Motor Failure reported by customer.,Structural Damage,2029-04-23,1129,True,True,True,True,0,True,False,False,Invalid
CLM-01494,PRD-01494,Furniture,Office Chair,SN-D6CCCD9E6E,2025-01-13,639.67,2025-01-13,1095,2028-01-13,2027-01-10,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Structural Damage,2027-01-12,729,True,True,True,True,0,True,False,True,ManualReview
CLM-01113,PRD-01113,Furniture,Sofa,SN-4233FBA402,2023-10-09,303.84,2023-10-09,365,2024-10-08,2023-11-10,Material Defect,"Stopped working, not sure why",Structural Damage,2023-11-11,33,True,True,True,True,0,True,False,False,ManualReview
CLM-00325,PRD-00325,Appliances,Refrigerator,SN-C79F7F10D5,2023-03-15,2240.96,2023-03-15,1095,2026-03-14,2023-03-24,Drainage Issue,Drainage Issue reported by customer during normal use.,Wear and Tear,2023-03-25,10,True,True,True,True,0,True,False,False,Valid
CLM-00362,PRD-00362,Appliances,Washing Machine,SN-B82D6AF7F2,2024-02-02,2381.57,2024-02-02,1095,2027-02-01,2026-03-14,Compressor Fault,Compressor Fault reported by customer during normal use.,Accidental Damage,2026-03-16,773,True,True,True,True,0,True,False,False,Valid
CLM-01488,PRD-01488,Appliances,Refrigerator,SN-E51160EF86,2025-11-20,1324.28,2025-11-20,1095,2028-11-19,2028-11-20,Compressor Fault,Compressor Fault reported by customer.,Cosmetic Damage,2028-11-22,1098,True,True,True,True,0,True,False,False,ManualReview
CLM-01030,PRD-01030,Electronics,Headphones,SN-FA22C4301C,2026-02-18,278.56,2026-02-18,365,2027-02-18,2026-11-01,Battery Failure,Battery Failure reported by customer.,Wear and Tear,2026-11-06,261,True,True,True,True,3,False,False,False,ManualReview
CLM-00708,PRD-00708,Furniture,Sofa,SN-52F49785A8,2023-05-07,2149.2,2023-05-07,365,2024-05-06,2023-07-13,Misuse Damage,Misuse Damage - not covered under warranty terms.,Cosmetic Damage,2023-07-15,69,True,True,True,True,0,True,False,False,Invalid
CLM-00333,PRD-00333,Furniture,Office Chair,SN-C210FED9E0,2022-11-14,2307.12,2022-11-14,365,2023-11-14,2023-07-10,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Cosmetic Damage,2023-07-11,239,True,True,True,True,1,True,False,False,Valid
CLM-00430,PRD-00430,Electronics,Tablet,SN-D75932DFB9,2023-05-06,303.71,2023-05-06,365,2024-05-05,2023-12-06,Software Fault,Software Fault reported by customer during normal use.,Structural Damage,2023-12-11,219,True,True,True,True,1,True,False,False,Valid
CLM-01243,PRD-01243,Appliances,Microwave Oven,SN-A18502EE60,2023-04-22,2176.35,2023-04-22,730,2025-04-21,2025-03-26,Drainage Issue,Drainage Issue reported by customer.,Accidental Damage,2025-03-29,707,True,False,True,True,1,True,False,False,ManualReview
CLM-00426,PRD-00426,Furniture,Bookshelf,SN-F5579F36D7,2026-07-24,310.49,2026-07-24,1095,2029-07-23,2028-11-12,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Electrical Fault,2028-11-13,843,True,True,True,True,0,True,False,False,Valid
CLM-00629,PRD-00629,Appliances,Air Conditioner,SN-0E075F27E7,2025-11-04,1847.85,2025-11-04,1095,2028-11-03,2026-10-17,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Accidental Damage,2026-10-18,348,True,True,True,False,1,True,False,False,Invalid
CLM-01112,PRD-01112,Furniture,Office Chair,SN-4B3EE32D46,2025-05-06,1577.98,2025-05-06,365,2026-05-06,2025-07-23,Structural Frame Defect,Structural Frame Defect reported by customer.,Manufacturing Defect,2025-07-28,83,False,True,True,True,0,True,False,False,ManualReview
CLM-00678,PRD-00678,Electronics,Television,SN-97D8F533AE,2025-08-26,328.22,2025-08-26,365,2026-08-26,2025-12-21,Unauthorized Modification,Unauthorized Modification - not covered under warranty terms.,Cosmetic Damage,2025-12-24,120,True,True,True,True,1,True,False,False,Invalid
CLM-00694,PRD-00694,Electronics,Television,SN-6C68961D44,2024-08-05,804.81,2024-08-05,730,2026-08-05,2027-02-04,Battery Failure,Battery Failure reported by customer.,Structural Damage,2027-02-08,917,True,True,True,True,1,True,False,False,Invalid
CLM-00758,PRD-00758,Appliances,Air Conditioner,SN-42B3E9778D,2023-04-16,599.99,2023-04-16,1095,2026-04-15,2026-01-23,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Wear and Tear,2026-01-27,1017,True,True,True,False,0,True,False,False,Invalid
CLM-00255,PRD-00255,Furniture,Bookshelf,SN-41ECF7B62F,2022-09-10,90.98,2022-09-10,1095,2025-09-09,2022-10-15,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Structural Damage,2022-10-20,40,True,True,True,True,1,True,False,False,Valid
CLM-01095,PRD-01095,Electronics,Smartphone,SN-2275E069F4,2024-07-04,1158.91,2024-07-04,730,2026-07-04,2026-07-03,Software Fault,Software Fault reported by customer.,Structural Damage,2026-07-04,730,True,True,True,True,1,True,False,False,ManualReview
CLM-00917,PRD-00917,Appliances,Refrigerator,SN-DEFE995E87,2025-04-21,134.54,2025-04-21,730,2027-04-21,2027-06-22,Compressor Fault,Compressor Fault reported by customer.,Cosmetic Damage,2027-06-27,797,True,True,True,True,1,True,False,False,Invalid
CLM-01186,PRD-01186,Electronics,Television,SN-2C728C9359,2024-12-10,578.26,2024-12-10,730,2026-12-10,2026-06-06,Screen Malfunction,Screen Malfunction reported by customer.,Manufacturing Defect,2026-06-07,544,True,True,False,True,0,True,False,False,ManualReview
CLM-00669,PRD-00669,Appliances,Air Conditioner,SN-524A74EDAF,2023-08-02,1912.83,2023-08-02,1095,2026-08-01,2024-07-15,Rust/Corrosion,Rust/Corrosion - not covered under warranty terms.,Accidental Damage,2024-07-20,353,True,True,True,True,0,True,False,False,Invalid
CLM-00842,PRD-00842,Furniture,Dining Table,SN-C4DA22ACF6,2025-12-03,364.2,2025-12-03,365,2026-12-03,2026-08-29,Upholstery Tear,Upholstery Tear reported by customer.,Wear and Tear,2026-09-01,272,True,True,True,False,0,True,False,False,Invalid
CLM-00807,PRD-00807,Electronics,Television,SN-FBF0F61C15,2022-10-31,1366.71,2022-10-31,365,2023-10-31,2023-08-05,Unauthorized Modification,Unauthorized Modification - not covered under warranty terms.,Cosmetic Damage,2023-08-08,281,True,True,True,True,1,True,False,False,Invalid
CLM-01457,PRD-01457,Electronics,Television,SN-4000233C1B,2025-12-25,887.04,2025-12-25,365,2026-12-25,2026-12-15,Battery Failure,Battery Failure reported by customer.,Structural Damage,2026-12-19,359,True,True,True,True,1,False,False,False,ManualReview
CLM-00087,PRD-00087,Electronics,Television,SN-A4FA771BE3,2025-02-01,354.67,2025-02-01,730,2027-02-01,2025-11-06,Software Fault,Software Fault reported by customer during normal use.,Cosmetic Damage,2025-11-11,283,True,True,True,True,1,True,False,False,Valid
CLM-01422,PRD-01422,Furniture,Office Chair,SN-5DC934BCEE,2026-01-20,348.53,2026-01-20,1095,2029-01-19,2029-01-14,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Structural Damage,2029-01-17,1093,True,True,True,True,0,True,False,False,ManualReview
CLM-00266,PRD-00266,Electronics,Television,SN-5092A55464,2024-10-03,1793.61,2024-10-03,365,2025-10-03,2025-03-16,Software Fault,Software Fault reported by customer during normal use.,Cosmetic Damage,2025-03-19,167,True,True,True,True,0,True,False,False,Valid
CLM-00288,PRD-00288,Furniture,Bed Frame,SN-9A43DAFDB8,2025-12-01,329.87,2025-12-01,1095,2028-11-30,2027-08-02,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Electrical Fault,2027-08-07,614,True,True,True,True,1,True,False,False,Valid
CLM-01484,PRD-01484,Appliances,Dishwasher,SN-EE1F29BB8E,2024-10-15,1905.67,2024-10-15,1095,2027-10-15,2027-10-13,Motor Failure,Motor Failure reported by customer.,Electrical Fault,2027-10-16,1096,True,True,True,True,0,True,False,False,ManualReview
CLM-00893,PRD-00893,Electronics,Laptop,SN-2A7A0EECB9,2026-01-11,296.26,2026-01-11,365,2027-01-11,2026-02-23,Battery Failure,Battery Failure reported by customer.,Manufacturing Defect,2026-02-24,44,True,True,True,True,1,True,True,False,Invalid
CLM-01496,PRD-01496,Electronics,Tablet,SN-3A91C0C20B,2025-05-08,355.18,2025-05-08,730,2027-05-08,2026-08-21,Battery Failure,Battery Failure reported by customer.,Electrical Fault,2026-08-26,475,True,True,True,True,1,False,False,False,ManualReview
CLM-00979,PRD-00979,Furniture,Office Chair,SN-C7541DC6A1,2024-12-26,1248.22,2024-12-26,365,2025-12-26,2025-07-18,Misuse Damage,Misuse Damage - not covered under warranty terms.,Cosmetic Damage,2025-07-23,209,True,True,True,True,1,True,False,False,Invalid
CLM-00535,PRD-00535,Furniture,Dining Table,SN-BD0637AA61,2022-11-05,1238.99,2022-11-05,1095,2025-11-04,2023-11-28,Material Defect,Material Defect reported by customer.,Structural Damage,2023-12-03,393,True,True,True,False,1,True,False,False,Invalid
CLM-01001,PRD-01001,Appliances,Refrigerator,SN-34D28B8F27,2024-02-18,549.6,2024-02-18,1095,2027-02-17,2026-07-27,Compressor Fault,Makes strange noise occasionally,Wear and Tear,2026-07-30,893,True,True,True,True,1,True,False,False,ManualReview
CLM-00222,PRD-00222,Appliances,Microwave Oven,SN-98E358D801,2026-03-22,1381.09,2026-03-22,1095,2029-03-21,2028-11-06,Drainage Issue,Drainage Issue reported by customer during normal use.,Wear and Tear,2028-11-09,963,True,True,True,True,1,True,False,False,Valid
CLM-00114,PRD-00114,Furniture,Office Chair,SN-694853220F,2025-04-02,2409.09,2025-04-02,365,2026-04-02,2026-01-14,Material Defect,Material Defect reported by customer during normal use.,Wear and Tear,2026-01-17,290,True,True,True,True,0,True,False,False,Valid
CLM-00673,PRD-00673,Electronics,Tablet,SN-C9937CD71C,2026-07-06,1842.88,2026-07-06,365,2027-07-06,2026-11-09,Charging Port Issue,Charging Port Issue reported by customer.,Wear and Tear,2026-11-10,127,True,True,True,False,0,True,False,False,Invalid
CLM-00584,PRD-00584,Appliances,Air Conditioner,SN-0CF1A96A0F,2025-09-03,2028.26,2025-09-03,1095,2028-09-02,2028-05-05,Rust/Corrosion,Rust/Corrosion - not covered under warranty terms.,Wear and Tear,2028-05-09,979,True,True,True,True,1,True,False,False,Invalid
CLM-00175,PRD-00175,Appliances,Refrigerator,SN-F6677A4072,2023-09-29,2220.19,2023-09-29,730,2025-09-28,2024-11-09,Drainage Issue,Drainage Issue reported by customer during normal use.,Accidental Damage,2024-11-14,412,True,True,True,True,1,True,False,False,Valid
CLM-00536,PRD-00536,Electronics,Tablet,SN-86FCE21E01,2024-06-09,1844.39,2024-06-09,730,2026-06-09,2025-12-07,Water Damage,Water Damage - not covered under warranty terms.,Structural Damage,2025-12-09,548,True,True,True,True,1,True,False,False,Invalid
CLM-01079,PRD-01079,Appliances,Dishwasher,SN-9767ADDB1F,2024-02-20,1761.73,2024-02-20,1095,2027-02-19,2024-11-06,Motor Failure,Makes strange noise occasionally,Structural Damage,2024-11-09,263,True,True,True,True,0,True,False,False,ManualReview
CLM-01177,PRD-01177,Furniture,Dining Table,SN-02DA6AFE7A,2025-01-22,214.79,2025-01-22,365,2026-01-22,2025-08-26,Structural Frame Defect,Structural Frame Defect reported by customer.,Cosmetic Damage,2025-08-29,219,True,True,True,True,3,False,False,False,ManualReview
CLM-01107,PRD-01107,Furniture,Office Chair,SN-E2A362A231,2024-08-11,1097.79,2024-08-11,1095,2027-08-11,2024-10-05,Structural Frame Defect,Not working properly sometimes,Electrical Fault,2024-10-09,59,True,True,True,True,1,True,False,False,ManualReview
CLM-00983,PRD-00983,Appliances,Refrigerator,SN-7C5929F555,2023-09-27,1211.04,2023-09-27,1095,2026-09-26,2024-07-30,Improper Installation Damage,Improper Installation Damage - not covered under warranty terms.,Cosmetic Damage,2024-08-01,309,True,True,True,True,0,True,False,False,Invalid
CLM-00286,PRD-00286,Furniture,Bed Frame,SN-6E8FD78F5A,2022-08-26,1776.6,2022-08-26,1095,2025-08-25,2023-03-22,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Accidental Damage,2023-03-27,213,True,True,True,True,0,True,False,False,Valid
CLM-00868,PRD-00868,Appliances,Dishwasher,SN-595BB22487,2023-10-15,587.84,2023-10-15,730,2025-10-14,2024-05-27,Power Surge Damage,Power Surge Damage - not covered under warranty terms.,Electrical Fault,2024-05-30,228,True,True,True,True,0,True,False,False,Invalid
CLM-00375,PRD-00375,Furniture,Bookshelf,SN-D2108F1264,2023-04-04,1065.38,2023-04-04,1095,2026-04-03,2023-11-06,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Structural Damage,2023-11-11,221,True,True,True,True,0,True,False,False,Valid
CLM-01197,PRD-01197,Electronics,Headphones,SN-5052EC3AD4,2024-09-24,361.84,2024-09-24,365,2025-09-24,2024-12-21,Screen Malfunction,Screen Malfunction reported by customer.,Wear and Tear,2024-12-23,90,True,True,True,True,0,True,False,True,ManualReview
CLM-00032,PRD-00032,Appliances,Dishwasher,SN-2625EDAA78,2023-01-14,1367.2,2023-01-14,730,2025-01-13,2023-03-28,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Wear and Tear,2023-03-30,75,True,True,True,True,1,True,False,False,Valid
CLM-00552,PRD-00552,Electronics,Smartphone,SN-E800C50268,2024-07-29,2205.49,2024-07-29,730,2026-07-29,2027-02-01,Battery Failure,Battery Failure reported by customer.,Electrical Fault,2027-02-06,922,True,True,True,True,1,True,False,False,Invalid
CLM-00211,PRD-00211,Appliances,Microwave Oven,SN-D7E266C2B6,2023-06-23,1061.75,2023-06-23,1095,2026-06-22,2026-02-16,Drainage Issue,Drainage Issue reported by customer during normal use.,Electrical Fault,2026-02-17,970,True,True,True,True,0,True,False,False,Valid
CLM-01047,PRD-01047,Furniture,Bookshelf,SN-9AB1B13EB6,2024-09-13,2043.76,2024-09-13,365,2025-09-13,2025-09-14,Structural Frame Defect,Structural Frame Defect reported by customer.,Accidental Damage,2025-09-16,368,True,True,True,True,0,True,False,False,ManualReview
CLM-00924,PRD-00924,Furniture,Dining Table,SN-E5BEEE9570,2024-01-30,2458.22,2024-01-30,365,2025-01-29,2025-02-16,Upholstery Tear,Upholstery Tear reported by customer.,Electrical Fault,2025-02-19,386,True,True,True,True,1,True,False,False,Invalid
CLM-00810,PRD-00810,Electronics,Smartphone,SN-ACB6F33F46,2024-04-18,1452.47,2024-04-18,730,2026-04-18,2025-12-04,Battery Failure,Battery Failure reported by customer.,Electrical Fault,2025-12-09,600,True,True,True,False,0,True,False,False,Invalid
CLM-00618,PRD-00618,Electronics,Laptop,SN-8214D420D9,2025-08-09,764.18,2025-08-09,730,2027-08-09,2026-07-01,Unauthorized Modification,Unauthorized Modification - not covered under warranty terms.,Wear and Tear,2026-07-04,329,True,True,True,True,1,True,False,False,Invalid
CLM-00933,PRD-00933,Appliances,Dishwasher,SN-345032B0FD,2023-07-27,2246.2,2023-07-27,1095,2026-07-26,2024-10-05,Improper Installation Damage,Improper Installation Damage - not covered under warranty terms.,Electrical Fault,2024-10-07,438,True,True,True,True,0,True,False,False,Invalid
CLM-00620,PRD-00620,Electronics,Television,SN-C5E7891AE9,2022-08-18,1773.22,2022-08-18,365,2023-08-18,2022-12-17,Screen Malfunction,Screen Malfunction reported by customer.,Manufacturing Defect,2022-12-21,125,True,True,True,False,1,True,False,False,Invalid
CLM-00189,PRD-00189,Electronics,Smartphone,SN-D4C69DEADF,2024-11-09,2499.01,2024-11-09,730,2026-11-09,2026-01-02,Software Fault,Software Fault reported by customer during normal use.,Structural Damage,2026-01-07,424,True,True,True,True,1,True,False,False,Valid
CLM-00711,PRD-00711,Appliances,Washing Machine,SN-848B9C1271,2023-04-27,2304.24,2023-04-27,730,2025-04-26,2025-03-15,Improper Installation Damage,Improper Installation Damage - not covered under warranty terms.,Structural Damage,2025-03-18,691,True,True,True,True,0,True,False,False,Invalid
CLM-00937,PRD-00937,Electronics,Television,SN-088C3C72CB,2023-04-02,268.39,2023-04-02,365,2024-04-01,2024-07-03,Overheating,Overheating reported by customer.,Cosmetic Damage,2024-07-05,460,True,True,True,True,0,True,False,False,Invalid
CLM-01169,PRD-01169,Appliances,Dishwasher,SN-365250D21A,2023-03-08,901.0,2023-03-08,1095,2026-03-07,2026-03-02,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Manufacturing Defect,2026-03-03,1091,True,True,True,True,0,True,False,False,ManualReview
CLM-01220,PRD-01220,Furniture,Sofa,SN-BC026216F4,2024-05-28,1498.31,2024-05-28,365,2025-05-28,2025-04-21,Upholstery Tear,Upholstery Tear reported by customer.,Wear and Tear,2025-04-24,331,True,False,True,True,0,True,False,False,ManualReview
CLM-01098,PRD-01098,Electronics,Television,SN-1AB2760A38,2025-07-31,478.63,2025-07-31,730,2027-07-31,2026-10-03,Overheating,"Stopped working, not sure why",Accidental Damage,2026-10-06,432,True,True,True,True,1,True,False,False,ManualReview
CLM-00902,PRD-00902,Furniture,Dining Table,SN-F331CA5969,2023-08-11,1606.62,2023-08-11,1095,2026-08-10,2025-07-01,Structural Frame Defect,Structural Frame Defect reported by customer.,Cosmetic Damage,2025-07-02,691,True,True,True,True,1,True,True,False,Invalid
CLM-00084,PRD-00084,Electronics,Laptop,SN-7BE1263C0E,2025-09-20,233.91,2025-09-20,365,2026-09-20,2026-07-22,Software Fault,Software Fault reported by customer during normal use.,Electrical Fault,2026-07-26,309,True,True,True,True,0,True,False,False,Valid
CLM-00702,PRD-00702,Electronics,Laptop,SN-3DD5DD8317,2025-03-18,2201.88,2025-03-18,730,2027-03-18,2025-12-24,Water Damage,Water Damage - not covered under warranty terms.,Accidental Damage,2025-12-27,284,True,True,True,True,0,True,False,False,Invalid
CLM-00049,PRD-00049,Electronics,Headphones,SN-0D5A447125,2025-03-26,1132.38,2025-03-26,730,2027-03-26,2025-09-19,Software Fault,Software Fault reported by customer during normal use.,Structural Damage,2025-09-20,178,True,True,True,True,0,True,False,False,Valid
CLM-01284,PRD-01284,Electronics,Headphones,SN-447AB78C47,2024-05-31,2238.75,2024-05-31,365,2025-05-31,2024-07-04,Battery Failure,Battery Failure reported by customer.,Electrical Fault,2024-07-08,38,True,True,True,True,3,False,False,False,ManualReview
CLM-00156,PRD-00156,Appliances,Microwave Oven,SN-25868A1483,2024-06-29,249.68,2024-06-29,730,2026-06-29,2026-05-02,Electrical Short Circuit,Electrical Short Circuit reported by customer during normal use.,Accidental Damage,2026-05-06,676,True,True,True,True,0,True,False,False,Valid
CLM-01152,PRD-01152,Furniture,Office Chair,SN-C8B610815A,2025-09-23,1807.53,2025-09-23,365,2026-09-23,2026-09-21,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Cosmetic Damage,2026-09-24,366,True,True,True,True,0,True,False,False,ManualReview
CLM-01142,PRD-01142,Appliances,Washing Machine,SN-F856DCB75D,2025-06-03,2099.0,2025-06-03,730,2027-06-03,2026-04-10,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Accidental Damage,2026-04-11,312,True,True,True,True,1,True,False,True,ManualReview
CLM-00975,PRD-00975,Electronics,Headphones,SN-E46AA7531E,2023-09-25,257.62,2023-09-25,730,2025-09-24,2025-09-24,Software Fault,Software Fault reported by customer.,Electrical Fault,2025-09-26,732,True,True,True,True,0,True,False,False,Invalid
CLM-01058,PRD-01058,Furniture,Bookshelf,SN-1B74F21E08,2025-10-31,986.89,2025-10-31,365,2026-10-31,2026-10-27,Upholstery Tear,Upholstery Tear reported by customer.,Electrical Fault,2026-10-28,362,True,True,True,True,0,True,False,False,ManualReview
CLM-00808,PRD-00808,Electronics,Smartphone,SN-681BE8EACF,2025-07-19,884.74,2025-07-19,730,2027-07-19,2027-12-15,Overheating,Overheating reported by customer.,Manufacturing Defect,2027-12-18,882,True,True,True,True,0,True,False,False,Invalid
CLM-01230,PRD-01230,Appliances,Dishwasher,SN-1AACEE345C,2025-12-13,119.96,2025-12-13,1095,2028-12-12,2027-01-23,Drainage Issue,Drainage Issue reported by customer.,Accidental Damage,2027-01-28,411,True,True,True,True,0,True,False,True,ManualReview
CLM-01481,PRD-01481,Appliances,Air Conditioner,SN-3E0C2128BE,2026-01-09,2099.11,2026-01-09,1095,2029-01-08,2028-11-18,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Cosmetic Damage,2028-11-22,1048,True,True,True,True,3,False,False,False,ManualReview
CLM-01437,PRD-01437,Electronics,Tablet,SN-13A7BFD735,2022-12-02,1625.11,2022-12-02,365,2023-12-02,2023-03-27,Screen Malfunction,Screen Malfunction reported by customer.,Electrical Fault,2023-03-29,117,False,True,True,True,0,True,False,False,ManualReview
CLM-00180,PRD-00180,Electronics,Headphones,SN-42016EA78A,2025-02-17,153.77,2025-02-17,730,2027-02-17,2025-11-29,Software Fault,Software Fault reported by customer during normal use.,Structural Damage,2025-11-30,286,True,True,True,True,1,True,False,False,Valid
CLM-01356,PRD-01356,Furniture,Bed Frame,SN-08DA7485F7,2023-09-19,659.56,2023-09-19,365,2024-09-18,2023-11-21,Material Defect,Material Defect reported by customer.,Wear and Tear,2023-11-24,66,False,True,True,True,0,True,False,False,ManualReview
CLM-01247,PRD-01247,Appliances,Washing Machine,SN-2D734BCF41,2024-06-15,963.35,2024-06-15,730,2026-06-15,2025-11-25,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Structural Damage,2025-11-26,529,True,False,True,True,0,True,False,False,ManualReview
CLM-01041,PRD-01041,Electronics,Headphones,SN-EF73A5D107,2024-01-15,1607.43,2024-01-15,730,2026-01-14,2025-03-08,Charging Port Issue,Charging Port Issue reported by customer.,Wear and Tear,2025-03-09,419,True,False,True,True,0,True,False,False,ManualReview
CLM-00950,PRD-00950,Appliances,Dishwasher,SN-657E0A5FD0,2022-10-03,1487.78,2022-10-03,730,2024-10-02,2024-11-14,Drainage Issue,Drainage Issue reported by customer.,Accidental Damage,2024-11-18,777,True,True,True,True,1,True,False,False,Invalid
CLM-00817,PRD-00817,Electronics,Tablet,SN-6B48E224BA,2023-04-15,960.1,2023-04-15,365,2024-04-14,2023-05-02,Software Fault,Software Fault reported by customer.,Accidental Damage,2023-05-04,19,True,True,True,False,1,True,False,False,Invalid
CLM-00364,PRD-00364,Furniture,Bed Frame,SN-621DDA1991,2022-12-04,298.08,2022-12-04,365,2023-12-04,2023-09-13,Material Defect,Material Defect reported by customer during normal use.,Wear and Tear,2023-09-18,288,True,True,True,True,0,True,False,False,Valid
CLM-01178,PRD-01178,Appliances,Dishwasher,SN-8D968FEAE6,2026-03-15,904.32,2026-03-15,730,2028-03-14,2028-01-29,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Accidental Damage,2028-02-02,689,True,True,True,True,2,False,False,False,ManualReview
CLM-01199,PRD-01199,Appliances,Washing Machine,SN-1478060F54,2024-04-10,1813.86,2024-04-10,1095,2027-04-10,2027-04-12,Drainage Issue,Drainage Issue reported by customer.,Structural Damage,2027-04-13,1098,True,True,True,True,1,True,False,False,ManualReview
CLM-00347,PRD-00347,Furniture,Office Chair,SN-91E5DC07AE,2025-09-05,1964.52,2025-09-05,1095,2028-09-04,2027-11-11,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Structural Damage,2027-11-14,800,True,True,True,True,1,True,False,False,Valid
